,image_name, comment_number, comment
62998,3261666285.jpg, 3, Two teams are playing basketball as one man is driving towards the hoop .
62999,3261666285.jpg, 4, Guy in black uniform dribbling basketball away from guy in white uniform
30985,2473955843.jpg, 0, Two recreational soccer teams stand at attention looking at each other in clean uniforms before playing soccer .
30986,2473955843.jpg, 1, Two teams of girls on the field are getting ready for the soccer game .
30987,2473955843.jpg, 2, Two teams are standing facing each other in groups .
30988,2473955843.jpg, 3, Several soccer players are standing on a field .
30989,2473955843.jpg, 4, A soccer game about to start .
138145,5783690677.jpg, 0, Young men playing soccer in a large body of water with their bicycles nearby and a large boat in the distance .
138146,5783690677.jpg, 1," 5 men on a beach playing Soccer , with bikes set aside and a boat in the water in the background ."
138147,5783690677.jpg, 2," Five men are playing soccer in shallow water , with a cargo container ship in the background ."
138148,5783690677.jpg, 3," Five teenagers are playing soccer , there are a large row of bikes beside them ."
138149,5783690677.jpg, 4, There are a group of people playing soccer next to a bunch of bicycles .
77910,3592992234.jpg, 0, A man in a white shirt walks in the tall grass holding a stick .
77911,3592992234.jpg, 1, Man near golf course preparing to throw a stick
77912,3592992234.jpg, 2, A man with a stick in his left hand in a field
77913,3592992234.jpg, 3, A man is walking in a field carrying a stick .
77914,3592992234.jpg, 4, A man in a white shirt swinging a stick
150430,73233864.jpg, 0, A hockey player wearing a yellow and black jersey with the number 44 .
150431,73233864.jpg, 1," Hockey player ,  44 is skating while holding down his hockey stick ."
150432,73233864.jpg, 2, Two hockey players are skating on the ice .
150433,73233864.jpg, 3, Two hockey players are playing in a rink
150434,73233864.jpg, 4, Boston Bruins hockey game in action .
143480,6407653987.jpg, 0," 4 youngsters line up for a sprint race , while 2 other youths look on while wearing footballs jerseys ."
143481,6407653987.jpg, 1, Several teens are starting a race as older students observe the action .
143482,6407653987.jpg, 2, Four boys standing outside begin to run while two others watch on .
143483,6407653987.jpg, 3, Four young boys line up at the starting line to run a race
143484,6407653987.jpg, 4, Several children are participating in some sort of race .
132180,5214588693.jpg, 0, A football player in a gold helmet and white uniform crashes into another player in a gold and blue uniform .
132181,5214588693.jpg, 1, One football player is in the process of tackling another during a football game .
132182,5214588693.jpg, 2, A football player runs down the field as he tries to avoid getting tackled .
132183,5214588693.jpg, 3, One football player running towards another player .
132184,5214588693.jpg, 4, Two men playing football .
141470,6195995631.jpg, 0, Four players dressed in the same navy top and yellow bottom uniforms are holding their white helmets high in the air .
141471,6195995631.jpg, 1, 4 football players wearing blue and yellow uniforms holding their helmets in the air .
141472,6195995631.jpg, 2, Four football players walk across a field holding their helmets above their head .
141473,6195995631.jpg, 3, Four football players wearing blue and yellow raise their helmets in the air .
141474,6195995631.jpg, 4, Four football players raise their helmets at the game .
82235,3694480979.jpg, 0, A man in black with a green cap talks to a woman sitting on a skateboard while he is drawing with chalk on the sidewalk .
82236,3694480979.jpg, 1, A bearded man in a green hat and a person with long hair sitting on a skateboard sit on the ground and draw with chalk .
82237,3694480979.jpg, 2," While several people walk behind them , a man and woman are drawing on the sidewalk ."
82238,3694480979.jpg, 3, A man is on the ground while a person on a skateboard talks to them .
82239,3694480979.jpg, 4, A brunette interviewing a street artist .
71060,3443030942.jpg, 0," A person in a white , black and red coat is skiing down a slope ."
71061,3443030942.jpg, 1," A person skis in the snow , snow flies behind ."
71062,3443030942.jpg, 2, solitary skier nears base of a downhill slope
71063,3443030942.jpg, 3, This woman is skiing down a snowy hill .
71064,3443030942.jpg, 4, A woman skiing down a snowy hill .
52595,3021318991.jpg, 0, An athletic girl in an orange uniform is on a playing field of green grass and swinging at a ball .
52596,3021318991.jpg, 1, A woman hockey player in an orange strip is striking the ball with her stick .
52597,3021318991.jpg, 2, A girl in an orange uniform hits a ball in field hockey .
52598,3021318991.jpg, 3, A girl in orange is hitting the ball in field hockey .
52599,3021318991.jpg, 4, A female lawn hockey player hitting the ball
142880,6324621970.jpg, 0, A soccer player dressed in white and blue kicks the ball while her teammates look on from the bench .
142881,6324621970.jpg, 1," A woman in blue kicks a soccer ball as her opponents in red , chase on ."
142882,6324621970.jpg, 2, A girl kicking a soccer ball down the field against her opponents .
142883,6324621970.jpg, 3, The red team chases the ball during the girls ' soccer game .
142884,6324621970.jpg, 4, Five women engaged in a soccer game .
66200,3337695238.jpg, 0, Girls are demonstrating spinning dance moves on the gymnasium floor .
66201,3337695238.jpg, 1," Girls are dancing in a gym in front of a blue "" adidas "" sign ."
66202,3337695238.jpg, 2, A group of girls practicing dance moves on a gymnasium court
66203,3337695238.jpg, 3, A few women are dancing at a basketball game on the court .
66204,3337695238.jpg, 4, 5 UCLA cheerleaders are dancing at half court .
138895,5882565072.jpg, 0," two female tennis players in white shake hands at the net , with two people in the background viewing from afar ."
138896,5882565072.jpg, 1, Two female tennis players shake hands over the net while an official and court attendant look on .
138897,5882565072.jpg, 2, Two professional tennis players are congratulating each other after a match .
138898,5882565072.jpg, 3, Two female tennis players showing great sportsmanship at a tennis match .
138899,5882565072.jpg, 4, Two women are shaking hands on a tennis court .
70870,3439382048.jpg, 0, A bald man is attempting to slam dunk a basketball in a game while people in the stands watch .
70871,3439382048.jpg, 1, A basketball player is jumping and about to dunk a ball in front of a crowd .
70872,3439382048.jpg, 2, A man reaches toward dunking a basketball while an audience watches .
70873,3439382048.jpg, 3, The tattooed basketball player is about to dunk the ball .
70874,3439382048.jpg, 4, A tattooed man dunks a basketball .
11610,172092464.jpg, 0, A young man is wakeboarding on a body of water .
11611,172092464.jpg, 1, The boy is wakeboarding on the lake .
11612,172092464.jpg, 2, A guy waterskiing behind a boat .
11613,172092464.jpg, 3, a man wakeboards on a lake .
11614,172092464.jpg, 4, Blond boy waterskiing .
39890,2700147489.jpg, 0, A man jumps in the air while performing a stunt on his skateboard .
39891,2700147489.jpg, 1, The guy in gray pants is completing a jump on his skateboard .
39892,2700147489.jpg, 2, A guy skateboarding on a basketball court
39893,2700147489.jpg, 3, Man with beard doing skateboarding stunt
39894,2700147489.jpg, 4, a skateboarder ollies .
117995,4802000862.jpg, 0, A boy with a blue shirt travels on a skateboard past a Blockbuster video store on the corner .
117996,4802000862.jpg, 1, A young boy in a blue shirt skateboard down the street to the local video rental store .
117997,4802000862.jpg, 2, A teenager in a blue shirt is skateboarding past a Blockbuster video .
117998,4802000862.jpg, 3, The male in a blue shirt and cap skateboards across a city street .
117999,4802000862.jpg, 4, A young man skateboarding across the street .
95095,4271298554.jpg, 0, The future of snowboarding in the summertime with all the height and excitement you could possibly want .
95096,4271298554.jpg, 1, A wakeboarder soars through the air as he does a stunt over a lake with a nearby bridge .
95097,4271298554.jpg, 2, A man catches major air holding the tether while wakeboarding .
95098,4271298554.jpg, 3, A man is midair while performing a water skying trick .
95099,4271298554.jpg, 4, A guy in the air doing wakeboarding .
28220,241347150.jpg, 0," An American footballer in a red outfit is attacking the player in white who is running with the ball , whilst other players are nearby ."
28221,241347150.jpg, 1, A football player in a purple uniform holds the ball while a player in red tries to tackle him .
28222,241347150.jpg, 2, A football player in white is being tackled by a Oklahoma University player .
28223,241347150.jpg, 3, A Sooners football player is tackling an opposing player .
28224,241347150.jpg, 4, The receiver is tackled after making the catch .
139615,5949976408.jpg, 0, A guy on a skateboard does a trick on a ramp while others watch on the other side of the ramp .
139616,5949976408.jpg, 1, A skateboarder stalls on the lip of a bowl while his friends watch in the background .
139617,5949976408.jpg, 2, There is a guy doing tricks with his skateboard .
139618,5949976408.jpg, 3, A skateboarder is doing trips on a half pipe .
139619,5949976408.jpg, 4, A skateboarder skating at a skate park .
67500,3362084522.jpg, 0, Baseball player Sharpley running the bases during a baseball game .
67501,3362084522.jpg, 1, Two ball players sharing a single base on a baseball field .
67502,3362084522.jpg, 2, Number 8 runs the bases during a baseball game .
67503,3362084522.jpg, 3, A baseball player is rounding the bases .
67504,3362084522.jpg, 4, A baseball player is running to base .
146355,6872034011.jpg, 0, A person walking in the snow with a forest of trees in the background .
146356,6872034011.jpg, 1, A skier is going down a snowy slope with a bank of trees ahead of him .
146357,6872034011.jpg, 2, A person is skiing by themselves down a back country hill .
146358,6872034011.jpg, 3, Ice skiing is a sport where we can play it in a snow .
146359,6872034011.jpg, 4, A skier is heading into a grove of trees .
80280,364880092.jpg, 0, A boy is standing in the middle of a street about to kick a ball .
80281,364880092.jpg, 1, A boy stands in the middle the road and kicks a red ball .
80282,364880092.jpg, 2, A boy kicks a red ball down a city street .
80283,364880092.jpg, 3, A boy is kicking a ball across the street .
80284,364880092.jpg, 4, A kid playing soccer in an alley .
147445,6948376088.jpg, 0, Soccer player in white and green dives for the ball as he defends against his opponent in black .
147446,6948376088.jpg, 1, A soccer player is sliding as he kicks the ball and a defending player closes in on him .
147447,6948376088.jpg, 2, There are two teams aggressively competing in a soccer game .
147448,6948376088.jpg, 3, Six men practicing a sport on a field .
147449,6948376088.jpg, 4, Two soccer teams going at it .
99050,4442622544.jpg, 0, A group of boys in are being coached in soccer ; the boy in the blue t-shirt prepares to kick a ball into the goal .
99051,4442622544.jpg, 1, A man is blocking a soccer ball from being kicked into a goal by several kids and a man .
99052,4442622544.jpg, 2, Two older men playing soccer with four children that are trying to score a goal .
99053,4442622544.jpg, 3, Two men and four boys play outdoors in close range of a soccer goal net .
99054,4442622544.jpg, 4, Four boys and two men play soccer together .
143835,6474991347.jpg, 0," Number 32 , on the burgundy team is fighting for possession of the basketball with an opposing team member , while his other two teammates guard the other opposing teammate ."
143836,6474991347.jpg, 1, Two basketball teams are scrambling for the ball in play .
143837,6474991347.jpg, 2, Young men are playing basketball in front of the crowd .
143838,6474991347.jpg, 3, Two teams that appear from college playing basketball .
143839,6474991347.jpg, 4, 5 basketball players trying to get the ball .
154410,7916249448.jpg, 0, A group of boys plays basketball outdoors while others watch in the sunset light and surrounded by palm trees .
154411,7916249448.jpg, 1, About six people are playing basketball during sunset while others enjoy the park behind them .
154412,7916249448.jpg, 2, A group of people are outside playing basketball while the sun sets in the background .
154413,7916249448.jpg, 3, A group of men are playing basketball as the sun sets .
154414,7916249448.jpg, 4, There is a group of men playing basketball at dusk .
22735,2272750492.jpg, 0, A snowboarder in gray pants and a white jacket catches some air .
22736,2272750492.jpg, 1, Person wearing gray pants airborne on a snowboard .
22737,2272750492.jpg, 2, A man jumps through the air while snowboarding .
22738,2272750492.jpg, 3, A snowboarder in gray pants is doing a jump .
22739,2272750492.jpg, 4, A snowboarder with brown pants .
42520,2763691333.jpg, 0, A tennis player in a gray t-shirt is jumping and trying to hit a tennis ball .
42521,2763691333.jpg, 1, A man wearing shorts and a tank top jumping into the air .
42522,2763691333.jpg, 2, A man in a gray shirt and black pants is playing tennis .
42523,2763691333.jpg, 3, A man playing tennis jumped higher than a kite .
42524,2763691333.jpg, 4, A man jumping to hit a tennis ball .
54240,3060579494.jpg, 0, Several children are playing hockey on opposing teams and attempting to score a goal .
54241,3060579494.jpg, 1, Five young people are playing hockey while wearing rollerskates .
54242,3060579494.jpg, 2, Three young roller hockey players making a shot to goal .
54243,3060579494.jpg, 3, children playing an informal game of hockey
54244,3060579494.jpg, 4, youth floor hockey at school
66080,3335547029.jpg, 0, A woman wearing a black and blue striped suit is surfing on a wave .
66081,3335547029.jpg, 1," A woman , in a blue and black wetsuit , is water boarding ."
66082,3335547029.jpg, 2, a woman surfer on a white surfboard riding a large wave
66083,3335547029.jpg, 3, A girl in a black and blue wetsuit is surfing .
66084,3335547029.jpg, 4, A young woman is waterskiing
47725,289637262.jpg, 0, Soccer teams are standing on a green pitch and are surrounded by a large stadium .
47726,289637262.jpg, 1, A soccer game in a large area with 8 yellow players and 4 black players .
47727,289637262.jpg, 2, Soccer players playing soccer in a stadium full of people .
47728,289637262.jpg, 3, The perfect view from behind a soccer goal post .
47729,289637262.jpg, 4, Soccer players walking the field during a match .
79255,3625519177.jpg, 0, A person on a wakeboard is high above the water with a crane in the background
79256,3625519177.jpg, 1, a parasailer jumping a trick high in the air at a lake .
79257,3625519177.jpg, 2, A waterskier high in the air above the green water .
79258,3625519177.jpg, 3, A man jumps in the air while sky surfing .
79259,3625519177.jpg, 4, A man performs a waterskiing stunt .
141035,6157897194.jpg, 0, A man holding a skateboard against a blue sky with white clouds with buildings in the background .
141036,6157897194.jpg, 1, A skateboarder wearing a green and purple hat does a kick flip out of an empty swimming pool .
141037,6157897194.jpg, 2, A skateboarder pulls some tricks at the skating rink on a bright sunny day near the beach .
141038,6157897194.jpg, 3," Male on a skateboard , using an empty pool as a ramp on a very pretty day ."
141039,6157897194.jpg, 4, There is a skateboarder jumping in the air .
132595,5243039066.jpg, 0, A woman wearing a blue winter jacket crosscountry skies with a small pine tree dragging behind her .
132596,5243039066.jpg, 1," A woman in a blue snow outfit is skiing , while dragging a tree behind her ."
132597,5243039066.jpg, 2, A woman in a purple winter coat on skis in snow pulling a tree behind her .
132598,5243039066.jpg, 3, A woman in a blue ski coat pulls a tree through the snow on skies .
132599,5243039066.jpg, 4, A woman is skiing while pulling a chopped down tree behind her .
134735,5415762131.jpg, 0, Two men dressed in white are playing tennis in front of a small crowd .
134736,5415762131.jpg, 1, Men in the midst of playing a pairs tennis match during the day .
134737,5415762131.jpg, 2, Two men are playing doubles on a tennis court .
134738,5415762131.jpg, 3, Two men playing a doubles tennis match .
134739,5415762131.jpg, 4, Two men playing in tennis match .
155630,8112734986.jpg, 0, A tennis player in blue shorts and a white shirt making an aggressive backhand swing towards the tennis ball .
155631,8112734986.jpg, 1," A men 's tennis match on blue court , shows player perfectly catching and returning the ball ."
155632,8112734986.jpg, 2, A professional tennis player returns a shot with a back hand from no man 's land .
155633,8112734986.jpg, 3, A tennis player returns a serve back to his opponent .
155634,8112734986.jpg, 4," Two men playing tennis , one is hitting the ball ."
63985,3284955091.jpg, 0, A person doing a jump with their snowboard over a orange and white caution sign .
63986,3284955091.jpg, 1, a long snowboarder jumping over a barricade outside in the snow .
63987,3284955091.jpg, 2, A person snowboarding and jumping over a construction sign .
63988,3284955091.jpg, 3, A snowboarder jumping over a road warning .
63989,3284955091.jpg, 4, A man is snowboarding over a caution sign .
22430,2266019996.jpg, 0," An individual dressed in white ski top , red ski type pants , white helmet and black gloves is standing on a ski board and the photo was snapped while the skier is in midair ."
22431,2266019996.jpg, 1, A snowboarder wearing red pants and white jacket and helmet jumps in the air .
22432,2266019996.jpg, 2, A snowboarder with red pants does a maneuver in the air .
22433,2266019996.jpg, 3, A snowboarder doing a trick while on a run .
22434,2266019996.jpg, 4, A snowboarder posed mid-jump .
49550,2939464283.jpg, 0, A football player jumps up to catch the ball while others run towards him .
49551,2939464283.jpg, 1, a football player in a brown jersey jumping up to catch a football
49552,2939464283.jpg, 2, The football player jumps into the air to catch a football .
49553,2939464283.jpg, 3, a football player catching the football .
49554,2939464283.jpg, 4, Football players playing football .
64690,3303648823.jpg, 0, A snow skier in a red top and black pants moving down a hill .
64691,3303648823.jpg, 1, A skier outfitted in red on a snow-covered mountain .
64692,3303648823.jpg, 2, A man wearing a red coat is skiing in the snow .
64693,3303648823.jpg, 3, A man in red is skiing down a snow slope .
64694,3303648823.jpg, 4, A man in a red coat skiing .
93725,419147172.jpg, 0," A reporter in a pinstripe suit , asks questions of an important man in a brown suit on a basketball court , while a cameraman records the interaction ."
93726,419147172.jpg, 1," Two men , one holding a microphone , are talking while standing on a wood floor designed for an athletic event ."
93727,419147172.jpg, 2, Men dressed up in a business attire on the basketball court getting filmed on camera .
93728,419147172.jpg, 3, A sports reporter is interviewing a man in a suit on the basketball court .
93729,419147172.jpg, 4, A cameraman films two sports analysts talking on a basketball court .
76240,3556485995.jpg, 0, two men each carrying a stick playing a sport competition
76241,3556485995.jpg, 1, Two field hockey players with their sticks in the air
76242,3556485995.jpg, 2, Two cricket players holding their sticks in the air .
76243,3556485995.jpg, 3, Two men play lacrosse or field hockey .
76244,3556485995.jpg, 4, Two men playing hockey .
80065,3643666111.jpg, 0," A Texas baseball player catches the ball as the ,  12 player from the opposite team slides into base with an umpire standing by , ready to make the call ."
80066,3643666111.jpg, 1, A baseball player slides into base as the baseman catches the ball and the umpire observes the play .
80067,3643666111.jpg, 2, A baseball player slides toward a base as a catcher attempts to catch the ball .
80068,3643666111.jpg, 3, Texas baseball player catches the ball on base while the opponent slides .
80069,3643666111.jpg, 4, A close play is about to be decided by the umpire .
85040,3780234150.jpg, 0," A woman in a red tank tee , black shorts , white and black socks , with white sneakers is playing tennis , but she is kneeing on the ground ."
85041,3780234150.jpg, 1, A muscular woman holding a tennis racket and wearing athletic clothing kneels a few feet back from the net on a tennis court .
85042,3780234150.jpg, 2, Woman in red shift and long white socks kneeling on tennis court .
85043,3780234150.jpg, 3, A woman on a tennis court kneels down with her tennis racquets .
85044,3780234150.jpg, 4, A tennis player focusing during a game .
66150,3336374196.jpg, 0," A man wearing a red shirt , hat and brown pants is on a skateboard going down a ramp ."
66151,3336374196.jpg, 1, a skateboarder jumps over a highway guard rail .
66152,3336374196.jpg, 2, A skateboarder is performing a jump on a slope .
66153,3336374196.jpg, 3, A boy is doing a skateboard trick outdoors .
66154,3336374196.jpg, 4, Skateboarder jumping over a fence .
86645,384525655.jpg, 0, A girl with blond-hair dressed in a yellow shirt with black stripe uniform for soccer is out in the green grassy field
86646,384525655.jpg, 1, A girl in a Yellow and Black uniform with the number eight on it runs across a field .
86647,384525655.jpg, 2, A young girl wearing a yellow soccer jersey is running on a field .
86648,384525655.jpg, 3, A blond girl in a yellow and black jersey plays soccer .
86649,384525655.jpg, 4, A young girl running in a soccer game .
34450,2555638166.jpg, 0, Three people playing with a red ball in a large sandy area with a tree in the background .
34451,2555638166.jpg, 1, Two boys and a girl kick a ball in a sandy field .
34452,2555638166.jpg, 2, Three children are playing soccer in the sand .
34453,2555638166.jpg, 3, Three people kicking a ball in the sand .
34454,2555638166.jpg, 4, three people play soccer in the sand .
30280,2456472092.jpg, 0," The girls , all dressed in white , juggle batons in a courtyard ."
30281,2456472092.jpg, 1, Three women in white clothes and white angel wings are juggling .
30282,2456472092.jpg, 2, Three young women trying to perform in front of their president .
30283,2456472092.jpg, 3, A trio of women juggling wearing white outfits with angel wings
30284,2456472092.jpg, 4, Females in white angel suits juggling bowling pins .
57365,3138504165.jpg, 0, An ice hockey goalkeeper wearing yellow is defending the goal .
57366,3138504165.jpg, 1, A hockey player in a yellow jersey is guarding the goal .
57367,3138504165.jpg, 2, A goalie stands in front of the goal at a hockey game .
57368,3138504165.jpg, 3, The goaltender is crouching in front of the goal .
57369,3138504165.jpg, 4, A hockey player guards the goal .
67355,3359530430.jpg, 0, a person snowboarding over a large hump with onlookers in front of him
67356,3359530430.jpg, 1, Spectators watch a snowboarder in mid-flight amid a snowy landscape .
67357,3359530430.jpg, 2, Several people are watching a snowboarder with a blue jacket jump .
67358,3359530430.jpg, 3, People are watching a snowboarder perform a trick in the air .
67359,3359530430.jpg, 4, A group of people watching a snowboarder perform a trick .
154895,8002838345.jpg, 0," On a beautiful sunny day , this young man is performing the sport called waterskiing ."
154896,8002838345.jpg, 1, A man is crouched down on a skateboard and is being pulled along in the water .
154897,8002838345.jpg, 2, A man doing a jump while waterskiing on a lake .
154898,8002838345.jpg, 3, A man performing a stunt on his surfboard .
154899,8002838345.jpg, 4, A man mid-jump on slalom skis .
117485,4793039083.jpg, 0," A shirtless skateboarder is in midair , flying over a small , colorful ramp ."
117486,4793039083.jpg, 1, This is a young man getting some airtime on his skateboard .
117487,4793039083.jpg, 2, Shirtless male skateboarded doing trick at a skate park .
117488,4793039083.jpg, 3, Man attempts skateboard trick in tree-lined skate park .
117489,4793039083.jpg, 4, A boy with no shirt is doing a trick on a skateboard .
19325,2180356743.jpg, 0, A little boy is standing above a structure and watching the other boys play a game .
19326,2180356743.jpg, 1, A boy standing in the foreground looking out over other people in a court .
19327,2180356743.jpg, 2," A boy watches his classmates play in a courtyard , looking from above ."
19328,2180356743.jpg, 3, A boy standing and watching a group of people on a basketball court .
19329,2180356743.jpg, 4, A boy stands overlooking a schoolyard where other children play .
23525,2293424366.jpg, 0, The boy in the royal blue basketball uniform is dribbling the ball down court .
23526,2293424366.jpg, 1," A young boy playing basketball in a gym , wearing a uniform ."
23527,2293424366.jpg, 2, The young boy is running while bouncing a basketball .
23528,2293424366.jpg, 3, A young boy on a basketball team dribbles the ball .
23529,2293424366.jpg, 4, The boy runs across the court with the basketballs .
28260,241347441.jpg, 0, A football player for the Sooners is preparing for the next play during a game .
28261,241347441.jpg, 1, A football player wearing a Sooners uniform with the number 42 .
28262,241347441.jpg, 2, The football player dressed in red looks down field .
28263,241347441.jpg, 3, A man in a red football uniform prepares to play .
28264,241347441.jpg, 4, A football player in a Sooners uniform .
69265,3403263046.jpg, 0, A female basketball player wearing a red uniform is holding a basketball and looking up while an arm is trying to block her .
69266,3403263046.jpg, 1, A woman basketball player holding the ball grimaces with effort while another player 's arm attempts to block her .
69267,3403263046.jpg, 2, A female woman has a basketball in her hands and a determined look on her face .
69268,3403263046.jpg, 3, A woman with a red basketball jersey is holding a basketball and looking up .
69269,3403263046.jpg, 4, A basketball player looks upward as a hand reaches for her ball .
115250,4755628405.jpg, 0, A brunette lady wearing glasses and a flowered dress juggles tennis balls on the street .
115251,4755628405.jpg, 1, An older woman in a gray two-piece outfit is juggling tennis balls .
115252,4755628405.jpg, 2, A woman in a gray outfit is juggling tennis balls .
115253,4755628405.jpg, 3, A woman in a gray dress is juggling tennis balls .
115254,4755628405.jpg, 4, The lady is tossing the balls and looking up .
50385,2962977152.jpg, 0, A man in a white shirt and blue shorts and a man in a red shirt and white shorts playing soccer .
50386,2962977152.jpg, 1, Two men fighting for control of a soccer ball as fans watch
50387,2962977152.jpg, 2, Two soccer players rush to kick the ball .
50388,2962977152.jpg, 3, Two soccer players fighting for the ball .
50389,2962977152.jpg, 4, Two players hustle during a soccer game .
86530,3838799029.jpg, 0, Person with a red bandanna is skateboarding down a pole with buildings in the background .
86531,3838799029.jpg, 1, A young man dressed in classic grunge gear grinds a rail on his skateboard .
86532,3838799029.jpg, 2, A skateboarder is doing a trick across a rail at an urban skate park
86533,3838799029.jpg, 3, A man skateboarding outside balancing his skateboard on a beam .
86534,3838799029.jpg, 4, Skateboarding grinding in a bootleg skate park .
72840,3484070900.jpg, 0, A man wearing an orange coat is snowboarding in the air after going over a hill .
72841,3484070900.jpg, 1, A man wearing a bright orange jacket makes a jump on his snowboard .
72842,3484070900.jpg, 2, Man on a snowboard jumping off a slope into the air .
72843,3484070900.jpg, 3, A snowboarder in orange is leaping over a snow heap .
72844,3484070900.jpg, 4, A man doing a jump on a snowboard
65775,3329254388.jpg, 0, Man flying through the air on skis over a mountain .
65776,3329254388.jpg, 1, There is a skier getting some air on the slopes .
65777,3329254388.jpg, 2, A skier performs a jumping trick on the slopes .
65778,3329254388.jpg, 3, A skier is airborne with his skis crossed .
65779,3329254388.jpg, 4, The man is doing a jump while skiing .
25445,2340688349.jpg, 0," A little girl wearing green , white , and black soccer gear kicks her soccer ball ."
25446,2340688349.jpg, 1, A young girl wearing a pink top and shin guards kicking a ball in the grass .
25447,2340688349.jpg, 2, A girl in a pink jersey and green knee high socks kicks a soccer ball .
25448,2340688349.jpg, 3, A little girl with a pink uniform is kicking a soccer ball .
25449,2340688349.jpg, 4, A young girl kicking a soccer ball .
56505,3115174046.jpg, 0, Skateboarder jumping down a short flight of stairs in a dimly lit warehouse .
56506,3115174046.jpg, 1, A skateboarder performing a kickflip over short stairs .
56507,3115174046.jpg, 2, A skateboarder casts a shadow jumping down stairs .
56508,3115174046.jpg, 3, A skateboarder flies off the stairs .
56509,3115174046.jpg, 4, a skateboarder jumps a staircase .
69920,3420284416.jpg, 0, A man in a black top and white cap is stretching backwards in a sports stadium .
69921,3420284416.jpg, 1, A baseball player is on the field in fronmt of an audience .
69922,3420284416.jpg, 2, A man wearing a white hat swings his arm back to throw .
69923,3420284416.jpg, 3, Tennis player is serving the ball .
69924,3420284416.jpg, 4, A tennis player about to serve .
29540,2441118178.jpg, 0, A young boy dressed all in red is standing in front of a small soccer goal .
29541,2441118178.jpg, 1, A little boy in a red soccer uniform is standing next to a soccer net .
29542,2441118178.jpg, 2, A boy in a red soccer uniform standing with a pop-up goal .
29543,2441118178.jpg, 3, A young soccer player standing in front of a net .
29544,2441118178.jpg, 4, A little boy protects a tiny soccer goal .
23875,23017965.jpg, 0, A female tennis player dressed in light blue prepares to hit an oncoming tennis ball .
23876,23017965.jpg, 1, Young tennis player is in action hitting a tennis ball with her racket .
23877,23017965.jpg, 2, A woman in a blue sports outfit is about to hit a tennis ball .
23878,23017965.jpg, 3, A woman wearing blue is about to hit a tennis ball .
23879,23017965.jpg, 4, A female tennis player who needs a bra .
63175,3264650118.jpg, 0, A man skiing through a wintry wooded area wearing a red jacket .
63176,3264650118.jpg, 1, Crosscountry skiers are traveling through a snowy forest .
63177,3264650118.jpg, 2, People hike in the snow surrounded by trees .
63178,3264650118.jpg, 3, A man skies on the snowy ground among trees .
63179,3264650118.jpg, 4, A man crosscountry skis on a snowy path .
143145,6348201976.jpg, 0," Two soccer players , from 2 opposing teams , seem to be in midair while playing soccer ."
143146,6348201976.jpg, 1, There are two men falling on a soccer field as they chase down the ball .
143147,6348201976.jpg, 2, Two soccer players fall down attempting to get to the ball .
143148,6348201976.jpg, 3, Two soccer players fall to the ground near the ball .
143149,6348201976.jpg, 4, Two soccer players collide trying to get the ball .
38295,2656039837.jpg, 0, A girl is about to hit a tennis ball coming from above her with a racket
38296,2656039837.jpg, 1, A young girl in a red shirt hitting a tennis ball with a pink racket
38297,2656039837.jpg, 2, The tennis player in the red shirt is trying to hit the ball .
38298,2656039837.jpg, 3, A young girl is about to attempt to hit a tennis ball .
38299,2656039837.jpg, 4, A little girl is playing tennis on an outdoor court .
150805,7380101140.jpg, 0, A baseball player in a white uniform takes a swing at a baseball while a catcher in a black and gold uniform crouches behind him .
150806,7380101140.jpg, 1, A left handed Major League Baseball player for the Cleveland Indians swings at a pitch .
150807,7380101140.jpg, 2," A player from an MLB team swung and hit the ball , hopefully for a home run !"
150808,7380101140.jpg, 3, A baseball player swings to hit the ball as an umpire crouches behind him .
150809,7380101140.jpg, 4, A left hitter swings a baseball bat at a pitched baseball .
26020,2354792215.jpg, 0, The boy in the white shirt dribbles the soccer ball away from the yellow and blue team .
26021,2354792215.jpg, 1, Boy in a black and white soccer uniform kicking the ball with other players nearby .
26022,2354792215.jpg, 2, There are five young boys on a soccer field running and playing soccer .
26023,2354792215.jpg, 3," Children playing soccer , one in the process of kicking the ball ."
26024,2354792215.jpg, 4, Two young soccer teams competing in a game .
45655,2845914142.jpg, 0, A tall Asian lady wearing a red bikini is walking on the volleyball court sand in Beijing 2008 olympics .
45656,2845914142.jpg, 1, A female Chinese volleyball player looking into the crowd at the 2008 olympics .
45657,2845914142.jpg, 2, A woman standing in a red bikini on a outdoor sand volleyball court .
45658,2845914142.jpg, 3, A volleyball player at the 2008 beijing olympics .
45659,2845914142.jpg, 4, A woman in a bikini is standing on a sand court .
152075,7583363228.jpg, 0, USA basketball player dribbling to the basket protecting the ball from the opposition .
152076,7583363228.jpg, 1," Two basketball teams playing against each other , one team is USA ."
152077,7583363228.jpg, 2, Kobe Bryant dressed in a USA jersey takes on 2 defenders .
152078,7583363228.jpg, 3, Men are playing basketball in front of a large crowd .
152079,7583363228.jpg, 4, Three guys playing a pro game of basketball .
78645,3609952704.jpg, 0, a young boy carrying a large soccer ball with a soccer feild in the background
78646,3609952704.jpg, 1," There is a young kid , dressed up in a soccer uniform , holding his ball ."
78647,3609952704.jpg, 2, A young boy in a green shirt is holding a red and blue soccer ball .
78648,3609952704.jpg, 3, A boy holds a soccer ball while he stands next to a running track .
78649,3609952704.jpg, 4, A boy is outside holding a red and blue soccer ball .
136890,565088263.jpg, 0, Two people climb through a web of metal trellis wearing shorts and tennis shoes .
